time,neighb_crime_intensity,city_crime_intensity
2012-01,0.06538142168579071,0.16764531534818472
2012-02,0.0637437164387032,0.1679779689099524
2012-03,0.06384739658604818,0.16785747270264173
2012-04,0.06234350581040121,0.16685877121446607
2012-05,0.06262960057473674,0.16592317426048966
2012-06,0.062139254639707396,0.16545692621366379
2012-07,0.0609124738164029,0.16510345468110343
2012-08,0.06035398102949963,0.16426764100028307
2012-09,0.05865903329578764,0.16300100156836805
2012-10,0.05789435187859732,0.1616680113033066
2012-11,0.0567186768063154,0.16106478978632685
2012-12,0.05546324286118369,0.1599574382214736
2013-01,0.05647296540630391,0.15989422712229662
2013-02,0.05778239418917925,0.15912850625952352
2013-03,0.05753385624810707,0.15708684780544085
2013-04,0.05722650989656833,0.15594012453187334
2013-05,0.054762961500186995,0.15413919228679085
2013-06,0.05536051669467947,0.15181579857708186
